Geo Point;Geo Shape;GR_ID;GR_NOM;ZDL_ID;ZDL_NOM;LDA_ID;LDA_NOM;GARE_NOM;INSEE_TXT;COMM_NOM;DPT_ID;ACCES_PMR
48.8550030889, 2.773659704;"{""type"": ""Polygon"", ""coordinates"": [[[2.773094280385349, 48.854625073660486], [2.772986333495882, 48.854690873163314], [2.772953565381566, 48.85472057778877], [2.772934979266485, 48.85475334184467], [2.772930616145919, 48.85479383651474], [2.772945139670738, 48.85483581493706], [2.772999700051025, 48.85486985631952], [2.773089784038065, 48.854919330028686], [2.773035824664986, 48.85495378609279], [2.773986755566892, 48.855509046302444], [2.774186724836456, 48.8554444502628], [2.774325339329204, 48.85537853309385], [2.774412026240897, 48.85530970029007], [2.774423260128906, 48.85524582797829], [2.774054920386299, 48.85494365924751], [2.773357080717461, 48.85446215963016], [2.773094280385349, 48.854625073660486]]]}";831;Val d'Europe;43213;Gare de Val d'Europe;68266;Val d'Europe;VAL-D'EUROPE;77449;Serris;77;Oui
48.8914726624, 2.24150330016;"{""type"": ""Polygon"", ""coordinates"": [[[2.240780221812293, 48.892025823850815], [2.242642234828871, 48.891439175911664], [2.242235291143615, 48.8909166792408], [2.240354694790522, 48.89151153458442], [2.240780221812293, 48.892025823850815]]]}";377;La Défense Terminal Jules Verne;44930;Terminal Jules Verne;415520;Gambetta / Terminal Jules Verne;LA DEFENSE-GRANDE ARCHE;92026;Courbevoie;92;Non
49.0176719017, 2.09053056185;"{""type"": ""Polygon"", ""coordinates"": [[[2.091306431922618, 49.018084197951204], [2.091032005255681, 49.018055586356624], [2.090158903055407, 49.01725007461877], [2.090397429556863, 49.017149721448064], [2.090293782157968, 49.01704986243108], [2.089880972613531, 49.017243573234566], [2.090865801474002, 49.018159535090966], [2.091305783078492, 49.01821496767133], [2.091306431922618, 49.018084197951204]]]}";250;Eragny Neuville;43079;Éragny Neuville;66484;Éragny Neuville;ERAGNY-NEUVILLE;95218;Éragny;95;Oui
48.8937380089, 2.41366620501;"{""type"": ""Polygon"", ""coordinates"": [[[2.41286668861466, 48.89378808182777], [2.413773579767248, 48.89395249501246], [2.414382636996542, 48.89389448254219], [2.414639720938465, 48.89372150343009], [2.41300315999727, 48.893481302746366], [2.41286668861466, 48.89378808182777]]]}";239;Métro Eglise-de-Pantin;42949;Église de Pantin;72024;Église de Pantin;EGLISE DE PANTIN;93055;Pantin;93;Partielle
48.8475241386, 2.25772069925;"{""type"": ""Polygon"", ""coordinates"": [[[2.257441070990954, 48.847758238630554], [2.258059731053053, 48.847750101740196], [2.258287175896289, 48.84754896628633], [2.258345919437793, 48.84733343807318], [2.256965836294944, 48.84735532292932], [2.257441070990954, 48.847758238630554]]]}";656;Porte d'Auteuil;44504;Porte d'Auteuil;71169;Porte d'Auteuil;PORTE D'AUTEUIL;75116;Paris 16e;75;Partielle
48.7965736255, 2.1359641156;"{""type"": ""Polygon"", ""coordinates"": [[[2.137354320115926, 48.79628710602844], [2.137418727711844, 48.79626000718341], [2.137217746089282, 48.79604152478228], [2.136593900007877, 48.79595325358381], [2.136360580600385, 48.79594775962859], [2.135927963128347, 48.79614453036479], [2.135877478874364, 48.79618052274439], [2.135652305698039, 48.796826628297055], [2.13528921435301, 48.79678148523704], [2.135143476128517, 48.79688133155983], [2.135130752570416, 48.79695358275229], [2.135108030466534, 48.79698077336432], [2.135580778460828, 48.797199559324945], [2.135728728604086, 48.797129237643055], [2.135846290531542, 48.7970450122479], [2.135928479834488, 48.79697599927347], [2.135988745236595, 48.7969258658268], [2.135821956364371, 48.79681796864501], [2.135880191234666, 48.79669464443017], [2.136032821861039, 48.79626549273532], [2.136058162899877, 48.7962142738913], [2.136168534384956, 48.79616176557685], [2.13638607847923, 48.79607576361549], [2.1364369262997, 48.79605043001419], [2.136520608219158, 48.79604342012004], [2.136779245131896, 48.79608621941463], [2.137104133833724, 48.79613044899044], [2.137219006812411, 48.79615412366372], [2.137354320115926, 48.79628710602844]]]}";849;Versailles-Chantiers;43219;Versailles Chantiers;63880;Versailles Chantiers;VERSAILLES-CHANTIERS;78646;Versailles;78;Non
49.0076521577, 2.19785786903;"{""type"": ""Polygon"", ""coordinates"": [[[2.19798178884322, 49.00788330726189], [2.198024643157645, 49.00780150904402], [2.197977833362128, 49.00778811050195], [2.197958329651408, 49.00776299834386], [2.197938239101466, 49.007658772374405], [2.197997545506819, 49.00762407396592], [2.198096909550392, 49.007630091956514], [2.198165867052427, 49.007497314698526], [2.198133485332054, 49.00744893587242], [2.198104588608216, 49.00743557701412], [2.197548538612222, 49.007617635078105], [2.197685220717786, 49.00782481776994], [2.19774609233242, 49.00786448194251], [2.197862576061885, 49.00781589120569], [2.197939146505099, 49.007834247455484], [2.19798178884322, 49.00788330726189]]]}";545;Montigny-Beauchamp  (nord);43166;Montigny Beauchamp;66335;Montigny Beauchamp;MONTIGNY-BEAUCHAMP;95051;Beauchamp;95;Oui
48.7213996001, 1.89001105054;"{""type"": ""Polygon"", ""coordinates"": [[[1.889582681759703, 48.72124635337639], [1.89019729825779, 48.72167475379858], [1.89044382672836, 48.72154995628297], [1.889809789207196, 48.72112137551092], [1.889582681759703, 48.72124635337639]]]}";447;Les Essarts-le-Roi;43229;Les Essarts-le-Roi (Gare);63240;Les Essarts-le-Roi (Gare);LES-ESSARTS-LE-ROI;78220;Les Essarts-le-Roi;78;
48.7951199727, 2.64950684305;"{""type"": ""Polygon"", ""coordinates"": [[[2.649976848805767, 48.79539945186582], [2.650066401887574, 48.79535399687961], [2.650140435143353, 48.79529811756312], [2.650131228181293, 48.795208678859915], [2.649819137562046, 48.79506106354264], [2.649250468049025, 48.794887501254195], [2.649077569512455, 48.79488226477749], [2.648962028509199, 48.794834993161835], [2.648679247150807, 48.794621765715895], [2.648594270578862, 48.79467148811219], [2.649188424731858, 48.79510086234108], [2.649251074893537, 48.79514934017515], [2.649275315126121, 48.79516011931785], [2.649236404622223, 48.79518856041011], [2.649412331815702, 48.795271768199655], [2.649486621909471, 48.795345103801196], [2.649714849799057, 48.795428722626454], [2.649848035835986, 48.79542236576006], [2.649976848805767, 48.79539945186582]]]}";714;Roissy-en-Brie;46568;Roissy-en-Brie (Gare);67839;Roissy-en-Brie (Gare);ROISSY-EN-BRIE;77390;Roissy-en-Brie;77;oui
48.7079403063, 2.46245550313;"{""type"": ""Polygon"", ""coordinates"": [[[2.463091924270165, 48.707759777933624], [2.463042142627735, 48.70769273667315], [2.462050828628103, 48.708056443862034], [2.461977440028809, 48.7080365389081], [2.46189530018691, 48.707968104603424], [2.461800473662485, 48.70800104410445], [2.461843751394231, 48.70805524464092], [2.462120058687232, 48.70813774057842], [2.463091924270165, 48.707759777933624]]]}";543;Montgeron-Crosnes;47684;Montgeron Crosne;63072;Montgeron Crosne;MONTGERON-CROSNE;91421;Montgeron;91;
48.8748006935, 2.58482763004;"{""type"": ""Polygon"", ""coordinates"": [[[2.585710593542544, 48.875542439775025], [2.585264449425533, 48.875050882564956], [2.585031632321441, 48.874658794844024], [2.585445998069548, 48.87456747841217], [2.585277988974231, 48.87415145610896], [2.584654321879579, 48.874224190869455], [2.58465444163319, 48.87424798366886], [2.584322708114418, 48.87427249605422], [2.584333802932089, 48.87432719698674], [2.583010392563819, 48.87440857366642], [2.583010627828895, 48.87445616104913], [2.583274288091146, 48.874524593769465], [2.584420976619323, 48.874448355526646], [2.584566671106041, 48.87473118346935], [2.584796709333034, 48.875289834161514], [2.58524257653149, 48.87572666857241], [2.585710593542544, 48.875542439775025]]]}";161;Chelles;58879;Chelles Gournay;68407;Chelles Gournay;CHELLES-GOURNAY;77108;Chelles;77;oui
49.0306873887, 1.5674315345;"{""type"": ""Polygon"", ""coordinates"": [[[1.567666900688962, 49.0308909547237], [1.567831828835599, 49.03075643351165], [1.567303566943248, 49.030519698666936], [1.567229981258907, 49.030597726383675], [1.567003511091153, 49.03050102556493], [1.566944731719969, 49.03055773777859], [1.567666900688962, 49.0308909547237]]]}";889;Scolaire Bonnière- rue Marcel Pagnol;53242;Collège Marcel Pagnol;66643;Collège Marcel Pagnol;;78089;Bonnières-sur-Seine;78;Oui
48.8819230374, 2.70569787128;"{""type"": ""Polygon"", ""coordinates"": [[[2.704801435369725, 48.8819634358285], [2.706542591049716, 48.88208192814528], [2.706609005939343, 48.88207638032022], [2.706653880432074, 48.88205174496366], [2.706688718098201, 48.8820156629104], [2.706703369585885, 48.88197667609847], [2.70669060164512, 48.881937622112765], [2.706669105563497, 48.88191092029876], [2.706627411331664, 48.88188321662285], [2.706574075546985, 48.881872617089904], [2.704565892940252, 48.88176488686524], [2.704801435369725, 48.8819634358285]]]}";398;Lagny - Thorigny - Pomponne;427872;Gare de Lagny Thorigny;68494;Lagny Thorigny (Gare);LAGNY-THORIGNY;77464;Thorigny-sur-Marne;77;oui
48.8071365189, 2.5104815895;"{""type"": ""Polygon"", ""coordinates"": [[[2.511458477673037, 48.80690143068513], [2.511291620194783, 48.806715138613505], [2.510857639157461, 48.806893262665085], [2.510551784972687, 48.80700766001923], [2.510306692361798, 48.80709660487635], [2.509946864913326, 48.80720364120534], [2.509142774835982, 48.807431639759805], [2.509169543470434, 48.80757309856749], [2.510658640103761, 48.807138023403475], [2.510861819899623, 48.80713885492542], [2.510696018801734, 48.807246345475306], [2.510789916773462, 48.80732859742847], [2.510903911618064, 48.80726038738838], [2.511458477673037, 48.80690143068513]]]}";136;Champigny;58270;Champigny;73042;Champigny;CHAMPIGNY;94068;Saint-Maur-des-Fossés;94;non
48.9893610814, 1.70442127355;"{""type"": ""Polygon"", ""coordinates"": [[[1.705299129972349, 48.98897657242651], [1.705253620866457, 48.9889456238612], [1.703790994402466, 48.98960179763213], [1.703705043981662, 48.9896846269281], [1.703785349114361, 48.98971214482641], [1.705299129972349, 48.98897657242651]]]}";496;Mantes-la-Jolie (sud - ZAC);43157;Mantes-la-Jolie (Gare);65931;Mantes-la-Jolie (Gare);MANTES-LA-JOLIE;78361;Mantes-la-Jolie;78;Oui
48.9680325942, 2.19361647214;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.194378653668722, 48.96769148974501], [2.194222240022889, 48.967710425338915], [2.193769173945209, 48.967843002917256], [2.193662560120627, 48.96786655580753], [2.193328274376824, 48.967890004589904], [2.193174205766043, 48.96789753378898], [2.19299148716992, 48.967934849168294], [2.192854209104757, 48.967978181403474], [2.192668722666293, 48.968054023325735], [2.192784337477739, 48.96814902318179], [2.192834514964511, 48.968129374499746], [2.193179111994975, 48.96814025886241], [2.193219795860955, 48.96817336780916], [2.193826140205264, 48.967944745945275], [2.193849569432185, 48.96797202739359], [2.19444250195638, 48.967769009059985], [2.194378653668722, 48.96769148974501]]], [[[2.19472665386544, 48.968322389156995], [2.194677066227662, 48.968277015978806], [2.193894967275143, 48.968621647239935], [2.19397706416944, 48.96865284002537], [2.19472665386544, 48.968322389156995]]]]}";193;Cormeilles en Parisis;43116;Cormeilles-en-Parisis (Gare);65399;Cormeilles-en-Parisis (Gare);CORMEILLES-EN-PARISIS;95257;La Frette-sur-Seine;95;Oui
48.8002846232, 2.1281902142;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.128110382307816, 48.79988645668212], [2.128052781822451, 48.79983172853559], [2.127762085818492, 48.800030466241594], [2.127932393698542, 48.80029804011242], [2.127953876537082, 48.800413614133944], [2.128111823361225, 48.80066225729366], [2.128517063670123, 48.800555745087934], [2.128438939407229, 48.80043440483026], [2.128292865646837, 48.80019079276861], [2.128292146512001, 48.80010673213659], [2.128171923491963, 48.799903932534086], [2.128110382307816, 48.79988645668212]]], [[[2.128948201721717, 48.800657895141576], [2.12872036507435, 48.80030435330068], [2.128641389024634, 48.800323079145244], [2.12886915084335, 48.80068107451903], [2.128948201721717, 48.800657895141576]]]]}";848;Versailles Rive-Gauche - Place Lyautey;43220;Versailles Château Rive Gauche;73721;Versailles Château Rive Gauche;VERSAILLES RIVE GAUCHE;78117;Buc;78;oui
48.923166201, 2.21781022579;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.21872430598522, 48.92303693315874], [2.218099713417824, 48.92269593129882], [2.218056017126422, 48.92272039248099], [2.218597247773221, 48.923034200783555], [2.21872430598522, 48.92303693315874]]], [[[2.219704802974679, 48.923014194592625], [2.219638070191277, 48.92298212225664], [2.219310373649002, 48.92327738323559], [2.219373715497895, 48.92332208874544], [2.219704802974679, 48.923014194592625]]], [[[2.217646716290245, 48.92267097270723], [2.217472421013533, 48.922664123909065], [2.21745403855009, 48.922806056302555], [2.217295490674589, 48.92369659352187], [2.217464266047198, 48.92371054432317], [2.217627862572713, 48.92277221362805], [2.217646716290245, 48.92267097270723]]], [[[2.217839184939892, 48.92276780082355], [2.217725222101698, 48.922689328506294], [2.217541265334913, 48.92371710401905], [2.217661904038826, 48.92372529396949], [2.217839184939892, 48.92276780082355]]]]}";638;Pont-de-Bezons;50622;Pont de Bezons;64758;Pont de Bezons;PONT DE BEZONS;92025;Colombes;92;Oui
48.5862353496, 2.24076657501;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.240005494547062, 48.58620347217437], [2.240001062929608, 48.58613799017572], [2.239649259528876, 48.58615359422888], [2.239641153387895, 48.586217806010126], [2.240005494547062, 48.58620347217437]]], [[[2.241142155734954, 48.586210804258556], [2.241396378148584, 48.58619528811283], [2.241531187013089, 48.586200907836655], [2.241638595923677, 48.5862158729792], [2.24157881353593, 48.58618217012462], [2.241464533137806, 48.58614621641982], [2.241413208535961, 48.58612304019023], [2.240445329597125, 48.58617018111586], [2.240486472117846, 48.58620281384725], [2.240576289620055, 48.58624337293096], [2.241142155734954, 48.586210804258556]]], [[[2.241141757670329, 48.586436437505505], [2.241103685572492, 48.5863713365854], [2.240568370080099, 48.58639374596506], [2.240635078527871, 48.58644463034115], [2.241141757670329, 48.586436437505505]]]]}";24;Arpajon - Porte d'Etampes (en ville);43068;Arpajon (Gare);60072;Arpajon (Gare);ARPAJON;91207;Égly;91;Oui
48.5864876904, 2.2458534039;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.245275006413181, 48.58676036324968], [2.245392117067099, 48.586662330321424], [2.245442884775695, 48.586687048540576], [2.245814219718988, 48.5863968673375], [2.245707701454875, 48.5862347203014], [2.245342975143708, 48.58577780472818], [2.245289816864794, 48.58591908528629], [2.245640363770346, 48.58628559062133], [2.245103526390475, 48.586720003178016], [2.245019308878539, 48.586828360149674], [2.245209952297857, 48.58685575042649], [2.245275006413181, 48.58676036324968]]], [[[2.246427518496182, 48.58678276091075], [2.2460440288116, 48.586257895939355], [2.245997189543834, 48.58627187988791], [2.245654491980194, 48.5859043602745], [2.245499409546949, 48.58583673431801], [2.245636583746224, 48.586026823173526], [2.245921733035882, 48.58640468847402], [2.246031823332565, 48.58648274000161], [2.246310009821462, 48.586846280314155], [2.24638180121166, 48.5869681201915], [2.246617465288288, 48.58704577606467], [2.246930905485134, 48.58707870133419], [2.246927388879947, 48.58694896291428], [2.246615383813046, 48.586941037663394], [2.246488858481446, 48.58688311399404], [2.246427518496182, 48.58678276091075]]]]}";900;Arpajon;44505;Porte d'Etampes;60080;Porte d'Etampes;ARPAJON;91457;La Norville;91;
48.6240522176, 2.34173828314;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.341815216210352, 48.623764688723305], [2.341638992672008, 48.62373229851551], [2.341566286959766, 48.62375592443672], [2.341639744025129, 48.623790754893726], [2.341715398005288, 48.62380970926328], [2.341847035449599, 48.623823676889444], [2.342630373430895, 48.62386201128295], [2.342641752549458, 48.62381352170157], [2.341815216210352, 48.623764688723305]]], [[[2.341683644398441, 48.62395252739768], [2.341745668997055, 48.62394360209519], [2.342609836076696, 48.62399206738451], [2.342614395442169, 48.62394707604139], [2.341786142386111, 48.623901457286415], [2.341552156552065, 48.62392664428485], [2.34132898658238, 48.62404457169376], [2.341250319056879, 48.624106365332565], [2.341192752371763, 48.624237124406974], [2.341089564390575, 48.62466023828478], [2.341145482101294, 48.62466054761178], [2.341252792503917, 48.62454462789051], [2.341267971458493, 48.62444938279245], [2.341246403739363, 48.62441748715755], [2.341325806763227, 48.62413855917271], [2.341344046669629, 48.624117475801384], [2.341422530880182, 48.62407024525308], [2.341486835833302, 48.62403882443893], [2.341585390067988, 48.62398376065269], [2.341683644398441, 48.62395252739768]]]]}";897;Zac Val Vert - Croix Blanche;45087;ZI Croix Blanche;60424;ZI Croix Blanche;;91494;Le Plessis-Pâté;91;
48.8759863055, 2.35791808106;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[2.358442167127991, 48.8759869265645], [2.358056196856891, 48.87554584049633], [2.357943802718632, 48.87559163788742], [2.358306340228101, 48.87603140894734], [2.358442167127991, 48.8759869265645]]], [[[2.359362533181501, 48.87609536358485], [2.359343498405198, 48.87602982561879], [2.358524767723952, 48.87616345182227], [2.35855098664485, 48.87623140790575], [2.359362533181501, 48.87609536358485]]], [[[2.357828209507057, 48.87618946088378], [2.357610975844953, 48.87552203665952], [2.357457451168908, 48.87553905891782], [2.357653685241608, 48.87615402185934], [2.356655935429342, 48.8763235567356], [2.3566786329352, 48.876384355823895], [2.357828209507057, 48.87618946088378]]]]}";292;Gare de l'Est;43138;Gare de l'Est;71359;Gare de l'Est;GARE DE L'EST;75109;Paris 9e;75;
49.047131473, 2.09610654914;"{""type"": ""Polygon"", ""coordinates"": [[[2.095893979968479, 49.04740357563282], [2.09593533809315, 49.04740366300852], [2.096625522101225, 49.047199614243375], [2.0964470405861, 49.046887880736605], [2.095427252883471, 49.04707725342214], [2.095463893350265, 49.047175730505174], [2.095774286601429, 49.04712051465099], [2.095893979968479, 49.04740357563282]]]}";649;Pontoise (nord-Charles de Gaulle);44411;Pontoise Gare (Général de Gaulle);66816;Pontoise (Gare);PONTOISE;95500;Pontoise;95;Non
49.0241401246, 2.46302334189;"{""type"": ""Polygon"", ""coordinates"": [[[2.462834885838314, 49.0240181416916], [2.462626325017983, 49.02389587189023], [2.462528103116263, 49.02397103986573], [2.463226893222973, 49.02440086871554], [2.463446525111897, 49.024240034533555], [2.462957367392142, 49.02393703844485], [2.462834885838314, 49.0240181416916]]]}";312;Goussainville;47876;Goussainville (Gare);66535;Goussainville (Gare);GOUSSAINVILLE;95280;Goussainville;95;Non
48.9942759188, 2.41615882385;"{""type"": ""Polygon"", ""coordinates"": [[[2.415791889458645, 48.994220884251725], [2.415866397260016, 48.994211492117444], [2.415951563208492, 48.99420909837604], [2.416043848521951, 48.99422071057828], [2.416118419899783, 48.9942510160629], [2.416198354220361, 48.99430583815529], [2.416237478167446, 48.99436068826565], [2.416243000205074, 48.994485617436375], [2.416298076608745, 48.99452994858316], [2.416503661021316, 48.99437801801301], [2.415970858046681, 48.99406897333616], [2.41574389260181, 48.99416487214002], [2.415791889458645, 48.994220884251725]]]}";898;Villiers-le-Bel-Gonesse-Arnouville (nord);43222;Villiers-le-Bel Gonesse Arnouville;66009;Villiers-le-Bel Gonesse Arnouville;VILLIERS-LE-BEL-GONESSE-ARNOUVILLE;95019;Arnouville;95;
48.9505373806, 3.1245479641;"{""type"": ""Polygon"", ""coordinates"": [[[3.125329448931883, 48.95047475865176], [3.124650961062271, 48.950373158021], [3.12428328980495, 48.95033071319245], [3.123851522054384, 48.95026142985808], [3.123772810146275, 48.95023964060948], [3.123697041894747, 48.95031597657232], [3.123628068850322, 48.950517567568696], [3.123927996110574, 48.950555326540886], [3.123911166058067, 48.95060199764751], [3.124084397147373, 48.950622973212], [3.124077239792774, 48.95065093723459], [3.125276135198436, 48.9508376514738], [3.125386368141784, 48.95062282092359], [3.125394621144549, 48.950535956947725], [3.125329448931883, 48.95047475865176]]]}";381;Ferté-sous-Jouarre;43246;La Ferté-sous-Jouarre (Gare);68918;La Ferté-sous-Jouarre (Gare);LA FERTE-SOUS-JOUARRE;77183;La Ferté-sous-Jouarre;77;Non
48.9375802171, 2.15842296635;"{""type"": ""Polygon"", ""coordinates"": [[[2.157477523128772, 48.93829461126689], [2.159514683699507, 48.93723224875029], [2.159062159240898, 48.93689942860043], [2.157727128885767, 48.93781343332774], [2.157221994243473, 48.93808940455556], [2.157477523128772, 48.93829461126689]]]}";773;Sartrouville;43191;Sartrouville (Gare);64918;Sartrouville (Gare);SARTROUVILLE;78586;Sartrouville;78;Oui
48.9332243044, 2.03946745285;"{""type"": ""Polygon"", ""coordinates"": [[[2.038717172505322, 48.93299751007247], [2.038987520911404, 48.9332286229749], [2.039951308166321, 48.93367170691525], [2.04025795575839, 48.933365811730475], [2.039008955233087, 48.93280678400203], [2.038871778348108, 48.932828221012734], [2.038762852659778, 48.932866857428515], [2.038717172505322, 48.93299751007247]]]}";636;Poissy (nord);43182;Poissy (Gare Nord);64883;Poissy (Gare);POISSY;78498;Poissy;78;Oui
48.8709947651, 2.48546159087;"{""type"": ""Polygon"", ""coordinates"": [[[2.484895648512121, 48.87056218159156], [2.485049928980912, 48.870595193379636], [2.4852607304884, 48.87058869231986], [2.485295937206261, 48.8707879163909], [2.485580308589969, 48.871181935793764], [2.485602688656893, 48.87130022347056], [2.485591275112938, 48.87169255117928], [2.485789500178424, 48.87168814092384], [2.485709281033099, 48.871169313046835], [2.485526015939481, 48.87091423683012], [2.485417791652883, 48.870499231522146], [2.485140918339205, 48.87050789395049], [2.484986477756318, 48.87042091376604], [2.484895648512121, 48.87056218159156]]]}";719;Rosny-sous-Bois;47877;Rosny-sous-Bois (Gare);71935;Rosny-sous-Bois (Gare) / Mairie;ROSNY-SOUS-BOIS;93064;Rosny-sous-Bois;93;
48.8123222075, 2.18755216413;"{""type"": ""Polygon"", ""coordinates"": [[[2.187486382332102, 48.81251761636326], [2.187851869742483, 48.812340765767], [2.187620855907273, 48.81211124944307], [2.187243296303322, 48.81233471435711], [2.187486382332102, 48.81251761636326]]]}";158;Chaville Rive Droite;43241;Chaville Rive Droite;69503;Chaville Rive Droite;CHAVILLE RIVE DROITE;92022;Chaville;92;
